MARY O. ULRICH,SAN FRANCISCO,10,Office/outpatient visit est,,14,no,5,
MARY ELLEN A. GUROY,SAN RAFAEL,34,Office/outpatient visit est,,123,no,11,
DAVID L. HUFF,ANTIOCH,9,Office/outpatient visit est,,20,no,13,
ROGER F. LUCERO,GILROY,35,Office/outpatient visit est,,165,no,14,
HELEN SHIH,SAN FRANCISCO,5,Office/outpatient visit est,,83,no,14,
DOAN M. KHONG,SAN FRANCISCO,41,Office/outpatient visit est,,1482,no,20,
ELLEN G. OFFERMANN,SAN FRANCISCO,14,Office/outpatient visit est,,44,no,14,
GEORGE M. JACKSON,SAN FRANCISCO,,Office/outpatient visit est,,29,no,10,
DONALD A. ST. CLAIRE,E PALO ALTO,,Office/outpatient visit est,,365,no,11,
RICHARD N. RUDD,BERKELEY,35,Office/outpatient visit est,,34,yes,2,
RANDALL GO,SAN FRANCISCO,32,Office/outpatient visit est,,137,no,14,
CLIFFORD R. MELTON,OAKLAND,42,Office/outpatient visit est,,12,no,7,
LORNA M. THORNTON,SAN FRANCISCO,15,Office/outpatient visit est,,29,no,6,
KRISTEN M. MATSIK,GREENBRAE,19,Office/outpatient visit est,,20,no,11,
SUSAN ANDERSON,PALO ALTO,24,Office/outpatient visit est,,13,no,9,
PATRICIA A. WILSON,SAN JOSE,,Office/outpatient visit est,,20,no,10,
FRANCIS J. MCNEE,MENLO PARK,33,Office/outpatient visit est,,32,no,8,
PETER A. POLLAT,SAN FRANCISCO,45,Office/outpatient visit est,,25,no,8,
JAMES L. THOMSON,SANTA ROSA,50,Office/outpatient visit est,,45,no,14,
AMY H. AKERS,SAN FRANCISCO,14,Office/outpatient visit est,,103,no,10,
ILENE B. POLHEMUS,LOS GATOS,16,Office/outpatient visit est,,16,no,4,
SARA K. MODESTE,MOUNTAIN VIEW,9,Office/outpatient visit est,,40,no,11,
SUZANNAH E. STOUT,SAN FRANCISCO,,Office/outpatient visit est,,30,no,5,
MICHAEL S. STAGLIANO,REDWOOD CITY,,Office/outpatient visit est,,34,no,15,
ALLAN PONT,SAN FRANCISCO,44,Office/outpatient visit est,,33,no,6,
DON Y. PARK,SAN MATEO,8,Office/outpatient visit est,,64,no,12,
JOSEPH LACY,PALO ALTO,41,Office/outpatient visit est,,39,no,7,
CHRISTINE SIMON,ALBANY,25,Office/outpatient visit est,,248,no,10,
MARY M. ONEILL,CAMPBELL,29,Office/outpatient visit est,,37,no,14,
LAURENE SPENCER,SAN FRANCISCO,34,Office/outpatient visit est,,45,no,15,
RALPH L. PETERSON,OAKLAND,36,Office/outpatient visit est,,43,yes,5,
AMY S. DANIHER,SAN MATEO,20,Office/outpatient visit est,,49,no,10,
STEVEN E. LEVENBERG,ROHNERT PARK,30,Office/outpatient visit est,,277,no,11,
TODD J. HOFELING,SANTA ROSA,9,Office/outpatient visit est,,198,no,13,
ARTHUR L. SWISLOCKI,MARTINEZ,35,Office/outpatient visit est,,20,no,6,
HORACIO R. CRUZ,PINOLE,61,Office/outpatient visit est,,74,no,11,
PAUL D. ABRAMSON,SAN FRANCISCO,15,Office/outpatient visit est,,18,no,3,
ZIV M. PELED,SAN FRANCISCO,17,Office/outpatient visit est,,21,no,7,
JOHN K. KRAFT,SAN JOSE,43,Office/outpatient visit est,,53,no,15,
GRAHAM DRESDEN,MOUNTAIN VIEW,10,Office/outpatient visit est,,156,no,9,
CHRISTOPHER J. KAVANAGH,MILPITAS,23,Office/outpatient visit est,,19,no,10,
HUA-YIN YU,OAKLAND,10,Office/outpatient visit est,,11,no,4,
MARYANNE E. CHRISTOFOROU,SAN FRANCISCO,16,Office/outpatient visit est,,34,no,6,
TERENCE J. DELANEY,LOS GATOS,28,Office/outpatient visit est,,136,no,18,
THOMAS DUCKETT,SANTA ROSA,29,Office/outpatient visit est,,248,no,18,
STUART MARKOVITZ,MOUNTAIN VIEW,,Office/outpatient visit est,,22,no,4,
MASKEEN K. SABHARWAL,FREMONT,33,Office/outpatient visit est,,295,no,15,
BARRY D. ZEVIN,SAN FRANCISCO,,Office/outpatient visit est,,64,no,7,
RICHARD W. BAKER,LAFAYETTE,50,Office/outpatient visit est,,106,no,12,
SHELDON M. LEVIN,SAN FRANCISCO,64,Office/outpatient visit est,,58,no,15,
MICHELE F. LEARY,SAN RAFAEL,,Office/outpatient visit est,,22,no,13,
RUDOLF F. BUNTIC,SAN FRANCISCO,,Office/outpatient visit est,,30,no,11,
HOPE S. RUGO,SAN FRANCISCO,30,Office/outpatient visit est,83579,428,no,1,
CHAPLIN L. LIU,SAN LEADNRO,30,Office/outpatient visit est,,30,no,13,
KAREN CALLEN,SAN FRANCISCO,,Office/outpatient visit est,,16,no,13,
LOU ANN F. ALEXANDER,SANTA CLARA,21,Office/outpatient visit est,,57,no,9,
AMY C. LEE,MOUNTAIN VIEW,9,Office/outpatient visit est,,71,no,9,
RACHEL WHEELER,SAN FRANCISCO,5,Office/outpatient visit est,,35,no,8,
NIRMALA GOPALAN,SAN JOSE,21,Office/outpatient visit est,,48,no,8,
JEANNINE M. RODEMS,SAN JOSE,21,Office/outpatient visit est,,93,no,16,
STEPHEN VANPELT,SAN FRANCISCO,38,Office/outpatient visit est,,74,no,15,
HAMED SAJJADI,SAN JOSE,33,Office/outpatient visit est,,344,no,11,
HOLBROOK E. KOHRT,ANTIOCH,,Office/outpatient visit est,,59,no,9,
YEN-CHUNG A. LEE,PLEASANTON,16,Office/outpatient visit est,,39,no,11,
JOHN Y. KOO,SAN FRANCISCO,33,Office/outpatient visit est,,88,no,8,
MADELYN I. KAHN,SAN FRANCISCO,32,Office/outpatient visit est,,15,no,10,
NAVIN A. MALLAVARAM,PLEASANTON,12,Office/outpatient visit est,,205,no,16,
ROGER W. WASHINGTON,SANTA CLARA,32,Office/outpatient visit est,,126,no,12,
PETIA B. KREMEN,SAN JOSE,19,Office/outpatient visit est,,15,no,6,
MERRILL R. NISAM,GREENBRAE,34,Office/outpatient visit est,,25,no,12,
JENNIFER F. COLEMAN,PALO ALTO,38,Office/outpatient visit est,,11,no,2,
ARBELLA SARKIS,SAN JOSE,,Office/outpatient visit est,,1161,no,12,
MEESHA PURI,FREMONT,,Office/outpatient visit est,,29,no,10,
ARCHANA AGGARWAL,CASTRO VALLEY 94546,15,Office/outpatient visit est,,29,no,6,
JAMES M. FEENEY,DALY CITY,34,Office/outpatient visit est,,1848,no,16,
MELVIN J. HUIE,ORINDA,24,Office/outpatient visit est,,50,no,9,
JOSHUA D. BAMBERGER,SAN FRANCISCO,,Office/outpatient visit est,,135,no,12,
EDUARDO B. DA SILVEIRA,SAN JOSE,19,Office/outpatient visit est,,234,no,17,
SONYA S. PATEL,LOS GATOS,14,Office/outpatient visit est,,78,no,15,
JILL S. GOLDSTEIN,SAN FRANCISCO,,Office/outpatient visit est,,36,no,6,
LEFKOS B. AFTONOMOS,SAN MATEO,39,Office/outpatient visit est,25000,51,no,6,
RENEE S. HILLIARD,SAN RAMON,18,Office/outpatient visit est,,22,no,13,
WILLIAM L. CLAUSON,FREMONT,42,Office/outpatient visit est,,61,no,14,
JERWIN WU,SAN JOSE,40,Office/outpatient visit est,,252,no,19,
SUSAN M. POFF,SAN FRANCISCO,,Office/outpatient visit est,,13,no,5,
AMIT JHA,FREMONT,,Office/outpatient visit est,,87,no,8,
KRISTINA PHILPOTT,REDWOOD CITY,26,Office/outpatient visit est,,20,no,6,
SCHUMAN TAM,SAN FRANCISCO,27,Office/outpatient visit est,,28,no,14,
RACHEL H. SHU,SAN FRANCISCO,32,Office/outpatient visit est,,19,no,11,
STEVEN T. HARRIS,SAN FRANCISCO,40,Office/outpatient visit est,,74,yes,6,
PRISCILLA S. SARINAS,CUPERTINO,36,Office/outpatient visit est,,72,no,8,
CHARLES U. DELATORE,SAN FRANCISCO,20,Office/outpatient visit est,,111,no,11,
ROBERT W. HAGAR,OAKLAND,31,Office/outpatient visit est,,49,no,15,
REBECCA M. RENDER,MARTINEZ,6,Office/outpatient visit est,,17,no,7,
ROSEVALIE G. CONDE,MOUNTAIN VIEW,16,Office/outpatient visit est,,13,no,3,
LUMAN H. HUGHES,WALNUT CREEK,31,Office/outpatient visit est,,113,no,17,
ANDREI GOGA,SAN FRANCISCO,17,Office/outpatient visit est,,15,no,6,
KENNY NGO,PALO ALTO,,Office/outpatient visit est,,209,no,17,
JEFFREY W. YOUNG,SAN JOSE,,Office/outpatient visit est,,16,no,4,
ANDREW M. KNIGHT,PETALUMA,11,Office/outpatient visit est,,214,no,16,
EMIL A. ANAYA,SAN JOSE,,Office/outpatient visit est,,191,no,10,
JEROME POTOZKIN,WALNUT CREEK,26,Office/outpatient visit est,,167,no,18,
HEIDI TONKEN,MOUNTAIN VIEW,,Office/outpatient visit est,,97,no,10,
DHIRA KHOSLA,MENLO PARK,12,Office/outpatient visit est,,17,no,4,
DWAYNE L. HIGHSMITH,VACAVILLE,29,Office/outpatient visit est,,38,no,15,
MAURO B. RUFFY,SAN JOSE,13,Office/outpatient visit est,,85,no,17,
PRADEEP KUMAR,FREMONT,29,Office/outpatient visit est,,34,no,15,
MARIE C. PRESIDENT,REDWOOD CITY,22,Office/outpatient visit est,,109,no,10,
SONIA Y. LIU,MOUNTAIN VIEW,8,Office/outpatient visit est,,63,no,10,
JIM R. HUR,SAN JOSE,37,Office/outpatient visit est,,28,no,12,
POLLY T. YOUNG,OAKLAND,41,Office/outpatient visit est,,110,no,14,
KELLY T. HOOD,LAFAYETTE,26,Office/outpatient visit est,,71,no,17,
LYNN GRETKOWSKI,MOUNTAIN VIEW,22,Office/outpatient visit est,,33,no,8,
ELIZABETH SEABOLT,PALO ALTO,34,Office/outpatient visit est,,21,no,4,
JOHN ELLOWAY,NOVATO,50,Office/outpatient visit est,,37,no,11,
KEVIN D. STUART,GILROY,28,Office/outpatient visit est,,130,no,9,
GALICANO C. ANDAL,PITTSBURG,41,Office/outpatient visit est,,59,no,16,
GYULA L. ZSIGMOND,DALY CITY,,Office/outpatient visit est,,38,no,15,
KATHRYN M. AMACHER,VACAVILLE,31,Office/outpatient visit est,1500,142,no,11,
LARRY H. WOODCOX,OAKLAND,38,Office/outpatient visit est,,630,no,20,
CHRIISTIAN R. BOCOBO,SAN MATEO,35,Office/outpatient visit est,,43,no,14,
TERESA PALMER,SAN FRANCISCO,34,Office/outpatient visit est,,66,no,17,
CHYH WOEI LEE,PALO ALTO,15,Office/outpatient visit est,,30,no,7,
ALISON VANEGEREN,PALO ALTO,21,Office/outpatient visit est,,26,no,5,
RODNEY J. CHAN,SAN FRANCISCO,38,Office/outpatient visit est,,242,no,18,
CHRISTIAN FULMER,CAMPBELL,11,Office/outpatient visit est,,31,no,11,
BEN T. CHUNG,OAKLAND,17,Office/outpatient visit est,,16,no,4,
CHRISTOPHER P. SCHMIDT,LOS GATOS,30,Office/outpatient visit est,,12,no,11,
NALLY L. TSANG,FREMONT,14,Office/outpatient visit est,,150,no,9,
ELLYN C. BUSH,MENLO PARK,,Office/outpatient visit est,,117,no,11,
JOSHUA KREISS,SAN MATEO,10,Office/outpatient visit est,,33,no,9,
MINDY L. MARQUEZ,SAINT HELENA,13,Office/outpatient visit est,,470,no,12,
RAMA D. POLISETTY,HAYWARD,15,Office/outpatient visit est,,18,no,6,
AMY E. SMITH,FREMONT,,Office/outpatient visit est,,42,no,9,
JILL LEGG,OAKLAND,28,Office/outpatient visit est,,16,no,5,
CAROLINE M. BEHLER,SAN FRANCISCO,13,Office/outpatient visit est,,31,no,12,
MEHRNOOSH ALMASSI,CONCORD,11,Office/outpatient visit est,,102,no,10,
MARY M. CLAUSE,NAPA,,Office/outpatient visit est,,64,no,8,
HIEU BALL,WALNUT CREEK,20,Office/outpatient visit est,,64,no,8,
LINDA E. HAWK,OAKLAND,,Office/outpatient visit est,,27,no,13,
STEPHEN J. CARNEY,SAN MATEO,28,Office/outpatient visit est,,578,no,18,
PEGGY ROSS,REDWOOD CITY,,Office/outpatient visit est,,12,no,4,
PHILIP H. FROST,SAN FRANCISCO,50,Office/outpatient visit est,,92,no,17,
MALINI B. MADANAHALLI,SAN JOSE,,Office/outpatient visit est,,45,no,6,
KYUNG R. LEE,SAN FRANCISCO,25,Office/outpatient visit est,,287,yes,8,
HOOMAN D. BEHRAVAN,SAN LEANDRO,11,Office/outpatient visit est,3628,25,no,-3,
RONESH SINHA,REDWOOD CITY,16,Office/outpatient visit est,,107,no,9,
SPENCER T. LOWE,BURLINGAME,28,Office/outpatient visit est,,84,no,10,
SANDRA S. WIN,BRENTWOOD,16,Office/outpatient visit est,,162,no,15,
JAMIE M. NUWER,BURLINGAME,7,Office/outpatient visit est,,76,no,8,
MARGO ESTRIN,DANVILLE,36,Office/outpatient visit est,,388,no,20,
CAREY L. CANO,SAN FRANCISCO,,Office/outpatient visit est,,18,no,9,
KIMBERLEY A. MARQUIS,BERKELEY,22,Office/outpatient visit est,,15,no,6,
BRYAN J. HOLCOMB,FAIRFIELD,28,Office/outpatient visit est,,107,no,9,
CELSO TABORGA,WALNUT CREEK,22,Office/outpatient visit est,,725,no,19,
DAMON E. FRANCIS,SAN FRANCISCO,,Office/outpatient visit est,,44,no,7,
CHRISTINA J. LEE,SAN FRANCISCO,,Office/outpatient visit est,,13,yes,-8,
JAMES BEDELL,SAN JOSE,,Office/outpatient visit est,,19,no,13,
PETER R. NEHREBECKI,SAN FRANCISCO,43,Office/outpatient visit est,,386,no,16,
EDWARD K. WONG,LOS GATOS,26,Office/outpatient visit est,,316,no,19,
MELISSA GORALKA,CASTRO VALLEY,,Office/outpatient visit est,,82,no,8,
TIMOTHY T. EARLE,SAN JOSE,,Office/outpatient visit est,,30,no,10,
SLOANE U. CONVEY,GILROY,,Office/outpatient visit est,,19,no,12,
LESLEY J. WOLFF,SAN FRANCISCO,43,Office/outpatient visit est,,47,no,16,
ANDREW BRILL,SAN FRANCISCO,38,Office/outpatient visit est,,15,no,3,
DEBORAH L. SCHWARTZ,SAN JOSE,17,Office/outpatient visit est,,42,no,12,
DAVID J. STAMPER,SAN FRANCISCO,,Office/outpatient visit est,,13,no,4,
CARL WILSON,SANTA ROSA,36,Office/outpatient visit est,,71,no,12,
LESLIE S. KARDOS,SAN FRANCISCO,24,Office/outpatient visit est,,35,no,14,
PETER J. PANAGOTACOS,SAN FRANCISCO,46,Office/outpatient visit est,,43,no,6,
SANGEETHA BALASUBRAMANIAN,SAN JOSE,14,Office/outpatient visit est,1500,102,no,10,
THOMAS R. MCNABB,MARTINEZ,44,Office/outpatient visit est,,21,no,5,
MICHELLE ORENGO-MCFARLANE,SAN FRANCISCO,,Office/outpatient visit est,,12,no,8,
MICHAEL F. MARTIN,SAN JOSE,42,Office/outpatient visit est,,415,no,20,
JENNIFER S. FALK,PALO ALTO,20,Office/outpatient visit est,,49,no,7,
KLAUS SEE-THO,MOUNTAIN VIEW,21,Office/outpatient visit est,,44,no,13,
ROBERT W. POPPER,SAN FRANCISCO,59,Office/outpatient visit est,,21,no,11,
BENJAMIN T. PENCE,MILL VALLEY,7,Office/outpatient visit est,,13,no,8,
FREYA SPIELBERG,SAN FRANCISCO,,Office/outpatient visit est,,20,no,8,
ANDREW S. DIAMOND,SAN FRANCISCO,11,Office/outpatient visit est,,24,no,6,
GEORGE S. BESSER,DUBLIN,11,Office/outpatient visit est,,44,no,9,
SHAKIR HYDER,FREMONT,38,Office/outpatient visit est,,619,no,19,
HOWARD E. DENBO,SAN FRANCISCO,56,Office/outpatient visit est,,107,no,15,
MICHAEL D. CARSON,SAN MATEO,26,Office/outpatient visit est,,113,no,16,
DEBORAH QUINN-CHEN,BURLINGAME,20,Office/outpatient visit est,,26,no,7,
F B. MCDOWELL,MENLO PARK,,Office/outpatient visit est,,30,no,6,
LEE OZAETA,SAN FRANCISCO,10,Office/outpatient visit est,,275,no,18,
NANG NGUYEN,SAN JOSE,16,Office/outpatient visit est,,26,yes,-5,
MARK E. PINTER,SAN FRANCISCO,38,Office/outpatient visit est,,102,no,16,
PATRICK H. BITTER,LOS GATOS,32,Office/outpatient visit est,,69,no,16,
DIPTI AGRAWAL,PALO ALTO,18,Office/outpatient visit est,,53,no,10,
MICAH H. SASTE,SAN JOSE,11,Office/outpatient visit est,,34,no,11,
HUBERT K. WONG,OAKLAND,40,Office/outpatient visit est,,50,no,8,
TED SU,SAN MATEO,6,Office/outpatient visit est,,16,no,11,
MICHAEL A. DIGIACOMO,OAKLAND,39,Office/outpatient visit est,,459,no,20,
CARLA CASSANI,MOUNTAIN VIEW,31,Office/outpatient visit est,,13,no,2,
PEARL W. YEE,SAN FRANCISCO,31,Office/outpatient visit est,,24,no,4,
ROBERT E. MARTIN,CASTRO VALLEY,26,Office/outpatient visit est,,79,no,11,
DAVID A. BELSHAW,MOUNTAIN VIEW,,Office/outpatient visit est,,164,no,10,
JAMES C. DALLY,CAMPBELL,34,Office/outpatient visit est,,12,no,8,
PAUL LINDENFELD,REDWOOD CITY,,Office/outpatient visit est,,147,no,9,
KRISTI M. ANNECONE,SAN JOSE,12,Office/outpatient visit est,,15,no,11,
RICHARD L. WACHT,OAKLAND,,Office/outpatient visit est,,41,no,15,
HUMA AZIZ,SAN JOSE,19,Office/outpatient visit est,,197,no,19,
HIROSHI TERASHIMA,OAKLAND,36,Office/outpatient visit est,,35,no,12,
ARTHUR A. BASHAM,LOS GATOS,37,Office/outpatient visit est,,229,no,14,
KELLENE V. EAGEN,SAN FRANCISCO,6,Office/outpatient visit est,,11,no,5,
THIERRY M. JAHAN,SAN FRANCISCO,27,Office/outpatient visit est,3630,155,no,1,
JACK E. DUDLER,WALNUT CREEK,40,Office/outpatient visit est,,57,no,16,
REBA MUKERJEE-SCHEUFELE,MOUNTAIN VIEW,20,Office/outpatient visit est,,71,no,11,
ZEPURE KOUYOUMDJIAN,MORGAN HILL,7,Office/outpatient visit est,,81,no,14,
SUSHMA Z. MAGNUSON,SAN FRANCISCO,,Office/outpatient visit est,,18,no,3,
HAILING FEI,REDWOOD CITY,29,Office/outpatient visit est,,586,no,18,
KRISTINE AHERN,MOUNTAIN VIEW,16,Office/outpatient visit est,,96,no,8,
RAY GARIANO,SAN JOSE,26,Office/outpatient visit est,,510,no,16,
MICHELLE J. ROWE,FREMONT,10,Office/outpatient visit est,,207,no,19,
BRIAN E. SCHINDLER,SAN FRANCISCO,47,Office/outpatient visit est,,302,no,22,
KATHRYN GEE,VACAVILLE,17,Office/outpatient visit est,,70,no,15,
CALVIN E. CHEN,MENLO PARK,17,Office/outpatient visit est,,104,no,14,
AIMEE C. CHAGNON,SONOMA,17,Office/outpatient visit est,,601,no,13,
MICHAEL E. CARNEY,VACAVILLE,44,Office/outpatient visit est,,65,no,11,
ROBERT B. DOZOR,SANTA ROSA,33,Office/outpatient visit est,,605,no,18,
MICHAEL C. MORFORD,SAN PABLO,32,Office/outpatient visit est,,87,no,17,
IRENE LIN,LOS ALTOS,18,Office/outpatient visit est,,32,no,5,
MINHTAM S. NGUYEN,SAN JOSE,26,Office/outpatient visit est,,22,yes,2,
ALBERT V. ASSALI,FREMONT,51,Office/outpatient visit est,,77,no,17,
SUNIL A. REDDY,PLEASANTON,,Office/outpatient visit est,,187,no,12,
SCOTT J. WADA,ANTIOCH,33,Office/outpatient visit est,,126,no,10,
KASRA KARAMLOU,HAYWARD,18,Office/outpatient visit est,,63,no,12,
NORA WOIWODE,SUNNYVALE,12,Office/outpatient visit est,,118,no,11,
RICHARD EHLING,SAN MATEO,23,Office/outpatient visit est,,60,no,12,
RAYMOND S. CHIN,SANTA CLARA,15,Office/outpatient visit est,,19,no,6,
H. J. MICHENFELDER,SAN FRANCISCO,42,Office/outpatient visit est,,28,no,11,
WENGANG ZHANG,PITTSBURG,,Office/outpatient visit est,,940,no,18,
ANDRES ANACKER,PINOLE,57,Office/outpatient visit est,,67,no,10,
NAIM M. BASEL,CASTRO VALLEY,8,Office/outpatient visit est,,25,no,6,
ROBERT S. HAUSNER,SAN FRANCISCO,,Office/outpatient visit est,,60,no,15,
EMILY E. BINKLEY,GREENBRAE,8,Office/outpatient visit est,,18,no,6,
PAUL I. HUANG,SAN JOSE,11,Office/outpatient visit est,,15,no,12,
KYLE A. MOORE,RICHMOND,30,Office/outpatient visit est,,28,no,12,
BENJAMIN H. NA,SAN RAMON,13,Office/outpatient visit est,,60,no,12,
MICHAEL A. HUIE,HALF MOON BAY,21,Office/outpatient visit est,,1465,no,17,
ARUN RAGHUPATHY,LARKSPUR,13,Office/outpatient visit est,,279,no,17,
MAUREEN D. MINER,GILROY,24,Office/outpatient visit est,,56,no,9,
STEPHANIE LIN,BURLINGAME,17,Office/outpatient visit est,,11,no,2,
PAUL D. CHASIN,PLEASANTON,41,Office/outpatient visit est,,59,no,15,
MICHAEL E. GORIN,ALAMEDA,40,Office/outpatient visit est,,404,no,19,
XIOMARA P. TUROK,SAN FRANCISCO,,Office/outpatient visit est,,15,no,3,
MARIA R. SAAVEDRA,FAIRFIELD,18,Office/outpatient visit est,,193,no,10,
JANE S. WOO,SAN MATEO,10,Office/outpatient visit est,,43,no,8,
CHARLES V. DIRAIMONDO,CONCORD,,Office/outpatient visit est,,23,no,13,
THUY NGUYEN,DALY CITY,13,Office/outpatient visit est,,53,no,16,
LISA L. DYER,BURLINGAME,28,Office/outpatient visit est,,49,no,9,
PATRICK J. MCCREESH,SAN JOSE,32,Office/outpatient visit est,,50,no,14,
MICHAEL F. CANTWELL,SAN FRANCISCO,,Office/outpatient visit est,,112,no,9,
THANH K. BUI,OAKLAND,,Office/outpatient visit est,,1306,no,19,
KEITH C. QUIROLO,OAKLAND,29,Office/outpatient visit est,,174,no,17,
BENJAMIN C. LAU,SAN FRANCISCO,21,Office/outpatient visit est,,40,no,8,
PATRICK C. LAY,CUPERTINO,9,Office/outpatient visit est,,13,no,8,
ANUPAMA REDDY,FREMONT,21,Office/outpatient visit est,,66,no,11,
SARAH H. LINDAHL,CASTRO VALLEY,,Office/outpatient visit est,,44,no,12,
MICHAEL FAIN,SUNNYVALE,32,Office/outpatient visit est,,45,no,9,
JOHN M. GRAY,SANTA ROSA,45,Office/outpatient visit est,,57,no,9,
MANISH SHARMA,SAN FRANCISCO,,Office/outpatient visit est,,13,no,4,
BRITTANY L. GOSS,NAPA,9,Office/outpatient visit est,1617,59,no,2,
ARUN M. MEHTA,UNION CITY,,Office/outpatient visit est,,23,no,13,
HOWARD BELFER,SAN MATEO,34,Office/outpatient visit est,,24,no,4,
PAUL K. WHEELER,SAN RAMON,16,Office/outpatient visit est,,156,no,18,
JUDY HUANG,PALO ALTO,22,Office/outpatient visit est,,36,no,6,
PALLAVI SHARMA,MOUNTAIN VIEW,20,Office/outpatient visit est,,36,no,10,
KATHLEEN ERICKSON,PALO ALTO,,Office/outpatient visit est,,30,no,5,
PATRICIA L. BAKER,PETALUMA,28,Office/outpatient visit est,,169,no,19,
WING K. LEE,SAN FRANCISCO,46,Office/outpatient visit est,,23,yes,-3,
KIRSTEN J. VOSS,GREENBRAE,15,Office/outpatient visit est,,56,no,10,
DALE L. PEARLMAN,MENLO PARK,40,Office/outpatient visit est,,56,no,15,
LILIA I. LIZANO,HERCULES,31,Office/outpatient visit est,,29,no,11,
LEE B. EISAN,DANVILLE,,Office/outpatient visit est,,78,no,17,
MICHAEL W. COLBURN,LAFAYETTE,32,Office/outpatient visit est,,23,no,5,
OLGA F. GOLDBERG,OAKLAND,7,Office/outpatient visit est,,48,no,9,
PATRICIA R. SITNITSKY,MOUNTAIN VIEW,12,Office/outpatient visit est,,73,no,8,
DANIEL AHN,SONOMA,6,Office/outpatient visit est,,32,no,14,
MAYRE T. LEE,FAIRFIELD,16,Office/outpatient visit est,,35,no,14,
GEORGE KIMMERLING,SAN FRANCISCO,44,Office/outpatient visit est,,150,no,14,
SANDEEP K. DEOL,UNION CITY,6,Office/outpatient visit est,,35,no,9,
SUSAN Y. KAO,BERKELEY,12,Office/outpatient visit est,,50,no,7,
MICHAEL J. LAZAR,SANTA ROSA,36,Office/outpatient visit est,,626,no,20,
JAMIE M. BIGELOW,SAN FRANCISCO,24,Office/outpatient visit est,,104,no,13,
DAVID A. CHAPPELL,PETALUMA,35,Office/outpatient visit est,1870,941,no,9,
MARY E. PARMAN,PALO ALTO,13,Office/outpatient visit est,,33,no,8,
JENNIFER LAI,FREMONT,11,Office/outpatient visit est,,145,no,9,
PASCUAL IZQUIERDO,SAN JOSE,47,Office/outpatient visit est,310,224,no,16,
WILLIAM J. KAPLA,SAN FRANCISCO,45,Office/outpatient visit est,,47,no,13,
AMITA SHARMA,HAYWARD,25,Office/outpatient visit est,,200,no,10,
SIOBHAN CALHOUN,FREMONT,19,Office/outpatient visit est,,32,no,11,
DARRELL CORBEN,MOUNTAIN VIEW,25,Office/outpatient visit est,,70,no,8,
MARY E. WARDLAW,ALBANY,19,Office/outpatient visit est,,299,no,14,
PAMELA WANG,DANVILLE,23,Office/outpatient visit est,,244,no,19,
TRIPTY M. GANDHI,SANTA CLARA,25,Office/outpatient visit est,,28,no,8,
FRED MILLER,ALBANY,50,Office/outpatient visit est,,17,no,9,
LELAND R. SMITH,SAN MATEO,38,Office/outpatient visit est,,95,no,15,
KENNETH D. GORANSON,MOUNTAIN VIEW,33,Office/outpatient visit est,,543,no,19,
PAMELA MCDONALD,DANVILLE,16,Office/outpatient visit est,,70,no,12,
JOHN C. YU,SAN PABLO,51,Office/outpatient visit est,,519,no,19,
GARY S. SCHEININ,LOS GATOS,37,Office/outpatient visit est,,149,no,11,
STEVEN RUBINSTEIN,MOUNTAIN VIEW,34,Office/outpatient visit est,,83,no,8,
GRACE A. LEE,SAN FRANCISCO,,Office/outpatient visit est,,25,yes,1,
SONIA R. SANTANA,PLEASANTON,13,Office/outpatient visit est,,51,no,11,
BERNARD J. STEYER,BURLINGAME,36,Office/outpatient visit est,,248,no,14,
JOSEFINA P. ARENAS,FAIRFIELD,28,Office/outpatient visit est,,50,no,7,
JANICE D. BARRY,SAN RAFAEL,41,Office/outpatient visit est,,17,no,7,
BRIAN J. CARRIE,MOUNTAIN VIEW,43,Office/outpatient visit est,,271,no,13,
WILLIAM BLACK,SAN FRANCISCO,,Office/outpatient visit est,,22,no,7,
INGRID J. BLOCK-KURBISCH,SAN FRANCISCO,30,Office/outpatient visit est,,62,no,16,
PATRICK TWOMEY,OAKLAND,45,Office/outpatient visit est,,16,no,7,
DEMETRA BURRS,FREMONT,21,Office/outpatient visit est,,13,no,4,
ELIZABETJ KOCOT,REDWOOD CITY,36,Office/outpatient visit est,,207,no,11,
PADMAVATHI KUDARAVALLI,FREMONT,,Office/outpatient visit est,,19,no,8,
JOHN HO,SAN FRANCISCO,40,Office/outpatient visit est,,48,no,16,
HENRY S. CHUA,SAN JOSE,27,Office/outpatient visit est,,37,no,15,
MARGRETA PURCELL,MOUNTAIN VIEW,,Office/outpatient visit est,,550,no,18,
NORMAN B. LIVERMORE,WALNUT CREEK,40,Office/outpatient visit est,,164,no,13,
ATUL K. PATEL,OAKLAND,19,Office/outpatient visit est,,18,no,6,
STEWART COOPER,SAN FRANCISCO,31,Office/outpatient visit est,,41,no,7,
SARAH A. SCHNEIDER,PACIFICA,8,Office/outpatient visit est,,40,no,13,
MICHAEL P. BROOKS,HAYWARD,38,Office/outpatient visit est,,1893,no,18,
